crash_date,crash_time,borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_hour,crash_year,crash_month
2016-01-23,16:00:00,QUEENS,11418,40.6989215,-73.8438431,"(40.6989215, -73.8438431)",105 STREET                      ,85 AVENUE                       ,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,,,3376256,OTHER,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,16,2016,2016-01
2019-05-25,10:35:00,BRONX,10456,40.82243,-73.90946,"(40.82243, -73.90946)",EAST 161 STREET                 ,SAINT ANNS AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4139011,Sedan,Sedan,,,,10,2019,2019-05
2012-08-16,15:45:00,QUEENS,11377,40.7462381,-73.8972242,"(40.7462381, -73.8972242)",ROOSEVELT AVENUE                ,68 STREET                       ,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,239123,PASSENGER VEHICLE,LIVERY VEHICLE,,,,15,2012,2012-08
2018-01-25,14:30:00,BROOKLYN,11212,40.671505,-73.90734,"(40.671505, -73.90734)",GLENMORE AVENUE                 ,STONE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3835722,Station Wagon/Sport Utility Vehicle,,,,,14,2018,2018-01
2017-07-15,04:35:00,Unknown,,40.801754,-73.93121,"(40.801754, -73.93121)",EAST 125 STREET                 ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3715346,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,4,2017,2017-07
2025-02-07,08:00:00,MANHATTAN,10009,40.730106,-73.974815,"(40.730106, -73.974815)",,,277       AVENUE C,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4791225,Sedan,Sedan,,,,8,2025,2025-02
2019-10-05,06:45:00,BROOKLYN,11232,40.65433,-74.00742,"(40.65433, -74.00742)",3 AVENUE                        ,38 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4218359,Sedan,,,,,6,2019,2019-10
2014-01-04,03:55:00,Unknown,,40.7198373,-73.826229,"(40.7198373, -73.826229)",,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3090537,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,3,2014,2014-01
2013-09-12,16:30:00,BRONX,10455,40.8159397,-73.9091253,"(40.8159397, -73.9091253)",WESTCHESTER AVENUE              ,TRINITY AVENUE                  ,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,75155,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,16,2013,2013-09
2014-07-28,01:00:00,Unknown,,40.6756852,-74.0011831,"(40.6756852, -74.0011831)",,,,2,0,0,0,0,0,2,0,Outside Car Distraction,Unspecified,Unspecified,,,2976976,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,1,2014,2014-07
2025-05-05,01:16:00,BROOKLYN,11236,40.630928,-73.88787,"(40.630928, -73.88787)",SCHENCK ST,E 96 ST,,3,0,0,0,0,0,3,0,Driver Inexperience,Driver Inexperience,,,,4810515,Sedan,Station Wagon/Sport Utility Vehicle,,,,1,2025,2025-05
2020-03-07,14:30:00,Unknown,,40.72417,-74.004585,"(40.72417, -74.004585)",AVENUE OF THE AMERICAS          ,BROOME STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4305967,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,14,2020,2020-03
2023-05-06,17:35:00,Unknown,,40.576042,-73.99008,"(40.576042, -73.99008)",MERMAID AVENUE,,,2,0,1,0,0,0,1,0,Driver Inattention/Distraction,,,,,4626919,Sedan,,,,,17,2023,2023-05
2019-11-13,08:05:00,BRONX,10463,40.876984,-73.900116,"(40.876984, -73.900116)",,,7         PEROT STREET                  ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4240802,US PO,Sedan,,,,8,2019,2019-11
2019-04-06,17:16:00,QUEENS,11419,40.6854,-73.82947,"(40.6854, -73.82947)",113 STREET                      ,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4110193,Sedan,Sedan,,,,17,2019,2019-04
2017-11-06,08:25:00,Unknown,,40.79147,-73.97411,"(40.79147, -73.97411)",WEST 91 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3785122,Taxi,Taxi,,,,8,2017,2017-11
2016-01-11,18:00:00,QUEENS,11354,40.7741862,-73.8129775,"(40.7741862, -73.8129775)",MURRAY STREET                   ,26 AVENUE                       ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3369663,SPORT UTILITY / STATION WAGON,VAN,,,,18,2016,2016-01
2015-06-24,18:28:00,Unknown,,40.7582585,-73.7771911,"(40.7582585, -73.7771911)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,Unspecified,,,3247375,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,,18,2015,2015-06
2020-05-22,19:40:00,QUEENS,11420,40.665462,-73.81858,"(40.665462, -73.81858)",NORTH CONDUIT AVENUE            ,122 PLACE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4315253,Sedan,,,,,19,2020,2020-05
2020-01-02,18:57:00,Unknown,,40.659775,-73.85356,"(40.659775, -73.85356)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4268269,Sedan,Sedan,,,,18,2020,2020-01
2024-03-19,10:51:00,Unknown,,40.766926,-73.77033,"(40.766926, -73.77033)",38 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4710856,Sedan,Station Wagon/Sport Utility Vehicle,,,,10,2024,2024-03
2013-05-08,18:34:00,QUEENS,11378,40.7248882,-73.898978,"(40.7248882, -73.898978)",PERRY AVENUE                    ,HAMILTON PLACE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,216291,PASSENGER VEHICLE,VAN,,,,18,2013,2013-05
2020-08-25,20:40:00,QUEENS,11356,40.781693,-73.839615,"(40.781693, -73.839615)",20 AVENUE                       ,129 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4341792,Sedan,Sedan,,,,20,2020,2020-08
2021-10-08,08:03:00,MANHATTAN,10035,40.7978898,-73.9368996,"(40.7978898, -73.9368996)",,,2288      2 AVENUE,1,0,0,0,1,0,0,0,Other Vehicular,Passing or Lane Usage Improper,,,,4466744,Sedan,Bike,,,,8,2021,2021-10
2012-11-06,10:25:00,MANHATTAN,10025,40.7940523,-73.9703673,"(40.7940523, -73.9703673)",WEST 96 STREET                  ,AMSTERDAM AVENUE                ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,58015,BUS,PASSENGER VEHICLE,,,,10,2012,2012-11
2012-08-31,15:00:00,QUEENS,11419,40.687951,-73.8250104,"(40.687951, -73.8250104)",LEFFERTS BOULEVARD              ,103 AVENUE                      ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,228436,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,15,2012,2012-08
2016-07-15,18:00:00,QUEENS,11412,40.69247,-73.75942,"(40.69247, -73.75942)",192 STREET                      ,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3497663,Taxi,Taxi,,,,18,2016,2016-07
2012-07-07,17:20:00,Unknown,,40.6670397,-73.7681947,"(40.6670397, -73.7681947)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3016740,PICK-UP TRUCK,PASSENGER VEHICLE,,,,17,2012,2012-07
2014-10-05,12:15:00,QUEENS,11364,40.7405317,-73.75922,"(40.7405317, -73.75922)",73 AVENUE                       ,215 STREET                      ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,1034197,PASSENGER VEHICLE,PICK-UP TRUCK,,,,12,2014,2014-10
2016-02-01,23:22:00,BROOKLYN,11212,40.6616564,-73.9192042,"(40.6616564, -73.9192042)",EAST 98 STREET                  ,CLARKSON AVENUE                 ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,Unspecified,Unspecified,,3382154,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,23,2016,2016-02
2016-10-18,08:40:00,BRONX,10468,40.87167,-73.897804,"(40.87167, -73.897804)",WEST 197 STREET                 ,RESERVOIR AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3542624,Sedan,Sedan,,,,8,2016,2016-10
2016-12-30,19:45:00,BROOKLYN,11207,40.662327,-73.89541,"(40.662327, -73.89541)",,,572       GEORGIA AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3589847,Station Wagon/Sport Utility Vehicle,Sedan,,,,19,2016,2016-12
2025-06-05,23:30:00,BROOKLYN,11235,40.59287,-73.94911,"(40.59287, -73.94911)",AVENUE X,E 21 ST,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inexperience,,,,4820012,Sedan,Sedan,,,,23,2025,2025-06
2021-08-23,21:00:00,Unknown,,40.71196,-73.9407,"(40.71196, -73.9407)",BUSHWICK AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4450187,Station Wagon/Sport Utility Vehicle,Sedan,,,,21,2021,2021-08
2015-03-27,20:30:00,MANHATTAN,10009,40.7304423,-73.9803395,"(40.7304423, -73.9803395)",EAST 14 STREET                  ,AVENUE A                        ,,0,0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3192887,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,20,2015,2015-03
2014-11-02,21:50:00,MANHATTAN,10025,40.7979178,-73.9638463,"(40.7979178, -73.9638463)",COLUMBUS AVENUE                 ,WEST 104 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2817190,PASSENGER VEHICLE,UNKNOWN,,,,21,2014,2014-11
2012-08-18,01:00:00,QUEENS,11358,40.757873,-73.7884961,"(40.757873, -73.7884961)",193 STREET                      ,NORTHERN BOULEVARD              ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,259739,PASSENGER VEHICLE,UNKNOWN,,,,1,2012,2012-08
2019-11-25,11:27:00,BROOKLYN,11221,40.68992,-73.937904,"(40.68992, -73.937904)",,,762       GREENE AVENUE                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4247794,Station Wagon/Sport Utility Vehicle,,,,,11,2019,2019-11
2018-09-17,20:50:00,BROOKLYN,11211,40.70952,-73.95433,"(40.70952, -73.95433)",SOUTH 3 STREET                  ,KEAP STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3982687,Sedan,,,,,20,2018,2018-09
2018-02-07,17:00:00,QUEENS,11417,40.68231,-73.84495,"(40.68231, -73.84495)",WOODHAVEN BOULEVARD             ,103 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3843382,Sedan,Sedan,,,,17,2018,2018-02
2025-10-16,10:20:00,Unknown,,40.729458,-73.911934,"(40.729458, -73.911934)",BORDEN AVE,58 ST,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4850243,Station Wagon/Sport Utility Vehicle,TRL,,,,10,2025,2025-10
2021-02-02,15:48:00,QUEENS,11101,40.757217,-73.93935,"(40.757217, -73.93935)",,,38-25     21 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4388875,Taxi,Taxi,,,,15,2021,2021-02
2022-09-23,13:00:00,QUEENS,11434,40.66065,-73.76987,"(40.66065, -73.76987)",,,147-05    176 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4566651,Tractor Truck Diesel,,,,,13,2022,2022-09
2019-11-01,10:51:00,MANHATTAN,10128,40.78756,-73.95602,"(40.78756, -73.95602)",,,1143      5 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,4234817,Sedan,,,,,10,2019,2019-11
2019-11-08,00:00:00,Unknown,,40.638313,-74.00663,"(40.638313, -74.00663)",55 STREET                       ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4237799,Sedan,Station Wagon/Sport Utility Vehicle,,,,0,2019,2019-11
2018-05-21,00:27:00,Unknown,,,,,ROCKAWAY BOULEVARD              ,VANWYCK EXPRESSWAY,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,3905341,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,0,2018,2018-05
2020-08-27,08:00:00,BRONX,10466,40.895847,-73.85604,"(40.895847, -73.85604)",,,4301      WHITE PLAINS ROAD             ,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4342292,Box Truck,,,,,8,2020,2020-08
2021-01-09,23:35:00,MANHATTAN,10036,40.759727,-73.99169,"(40.759727, -73.99169)",9 AVENUE                        ,WEST 44 STREET,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4383283,Station Wagon/Sport Utility Vehicle,Sedan,,,,23,2021,2021-01
2018-06-21,09:30:00,QUEENS,11434,40.66675,-73.779945,"(40.66675, -73.779945)",SOUTH CONDUIT AVENUE            ,ROCKAWAY BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3926099,Pick-up Truck,Sedan,,,,9,2018,2018-06
2023-08-19,04:10:00,BROOKLYN,11201,40.695633,-73.98241,"(40.695633, -73.98241)",,,59        PRINCE STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4657031,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,4,2023,2023-08
2013-05-06,12:00:00,STATEN ISLAND,10307,40.5036924,-74.2375754,"(40.5036924, -74.2375754)",SPRAGUE AVENUE                  ,SANDY LANE                      ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302656,OTHER,PASSENGER VEHICLE,,,,12,2013,2013-05
2016-01-17,14:15:00,QUEENS,11379,40.7124417,-73.894019,"(40.7124417, -73.894019)",METROPOLITAN AVENUE             ,65 LANE                         ,,0,0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3373016,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,14,2016,2016-01
2017-10-27,06:55:00,Unknown,,40.674786,-73.8762,"(40.674786, -73.8762)",PITKIN AVENUE                   ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3777534,Bus,Sedan,,,,6,2017,2017-10
2023-06-24,19:03:00,BRONX,10472,40.8283,-73.88296,"(40.8283, -73.88296)",WESTCHESTER AVENUE,BRONX RIVER AVENUE,,5,0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,4642371,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,19,2023,2023-06
2019-04-22,15:05:00,QUEENS,11691,40.60257,-73.75328,"(40.60257, -73.75328)",,,1010      BEACH 20 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,4119375,Station Wagon/Sport Utility Vehicle,,,,,15,2019,2019-04
2017-11-12,15:30:00,BROOKLYN,11223,40.607147,-73.96832,"(40.607147, -73.96832)",,,513       QUENTIN ROAD                  ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,,,,3788611,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,15,2017,2017-11
2013-09-20,11:10:00,BROOKLYN,11237,40.6975554,-73.9118074,"(40.6975554, -73.9118074)",IRVING AVENUE                   ,WOODBINE STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,186770,PASSENGER VEHICLE,VAN,,,,11,2013,2013-09
2015-12-19,14:15:00,BRONX,10456,40.8296993,-73.9131247,"(40.8296993, -73.9131247)",TELLER AVENUE                   ,EAST 166 STREET                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3356116,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,14,2015,2015-12
2023-10-13,19:50:00,BROOKLYN,11236,40.649387,-73.90841,"(40.649387, -73.90841)",EAST 96 STREET,AVENUE D,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4670316,Sedan,Sedan,,,,19,2023,2023-10
2018-08-13,19:09:00,QUEENS,11419,40.688004,-73.82487,"(40.688004, -73.82487)",,,119-07    103 AVENUE                    ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4026231,Station Wagon/Sport Utility Vehicle,,,,,19,2018,2018-08
2015-01-26,23:10:00,BROOKLYN,11222,40.728018,-73.9391805,"(40.728018, -73.9391805)",NORMAN AVENUE                   ,HAUSMAN STREET                  ,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3160071,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,23,2015,2015-01
2017-06-27,15:30:00,Unknown,,40.743275,-73.77572,"(40.743275, -73.77572)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,Other Vehicular,Unsafe Lane Changing,,3700378,Sedan,Tanker,Tractor Truck Diesel,Sedan,,15,2017,2017-06
2025-08-20,10:08:00,QUEENS,11433,40.693733,-73.7881,"(40.693733, -73.7881)",164 ST,110 AVE,,2,0,0,0,0,0,2,0,View Obstructed/Limited,Unsafe Speed,,,,4836480,Station Wagon/Sport Utility Vehicle,Sedan,,,,10,2025,2025-08
2012-09-06,10:32:00,Unknown,,40.7050435,-73.9590323,"(40.7050435, -73.9590323)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2988086,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,10,2012,2012-09
2013-08-27,00:20:00,BRONX,10454,40.8100528,-73.9251435,"(40.8100528, -73.9251435)",ALEXANDER AVENUE                ,EAST 138 STREET                 ,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,75060,PASSENGER VEHICLE,PASSENGER VEHICLE,,,,0,2013,2013-08
2024-05-09,14:30:00,Unknown,,40.764843,-73.767815,"(40.764843, -73.767815)",215 PLACE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4723408,Sedan,Pick-up Truck,,,,14,2024,2024-05
2018-05-19,19:00:00,MANHATTAN,10017,40.757233,-73.97605,"(40.757233, -73.97605)",MADISON AVENUE                  ,EAST 49 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3904855,Taxi,,,,,19,2018,2018-05
2017-05-18,19:00:00,MANHATTAN,10036,,,,42 STREET                       ,12 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3677183,Sedan,Taxi,,,,19,2017,2017-05
2013-04-20,11:18:00,STATEN ISLAND,10312,40.5478545,-74.1900772,"(40.5478545, -74.1900772)",CANTON AVENUE                   ,WOODROW ROAD                    ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,302596,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,11,2013,2013-04
2023-06-01,18:23:00,QUEENS,11428,40.728733,-73.73717,"(40.728733, -73.73717)",BRADDOCK AVENUE,WINCHESTER BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4634046,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,18,2023,2023-06
2014-02-08,17:00:00,Unknown,,,,,,,P/L OF 3259 RICHMOND AVENUE             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,300946,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,,17,2014,2014-02
2018-01-17,11:20:00,STATEN ISLAND,10301,40.637833,-74.08193,"(40.637833, -74.08193)",CORSON AVENUE                   ,WESTERVELT AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3830291,Sedan,Sedan,,,,11,2018,2018-01
2013-08-02,16:30:00,BRONX,10466,40.8946624,-73.8613598,"(40.8946624, -73.8613598)",EAST 233 STREET                 ,BRONX BOULEVARD                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,98121,PASSENGER VEHICLE,VAN,,,,16,2013,2013-08
2018-12-05,08:55:00,Unknown,,40.616707,-73.97846,"(40.616707, -73.97846)",,,60 STREET                               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4039063,Sedan,Sedan,,,,8,2018,2018-12
2018-07-07,04:57:00,Unknown,,40.848118,-73.93089,"(40.848118, -73.93089)",WEST 181 STREET                 ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3937456,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,4,2018,2018-07
2020-10-03,18:10:00,QUEENS,11374,40.728474,-73.85174,"(40.728474, -73.85174)",66 ROAD                         ,102 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4354122,Pick-up Truck,Sedan,,,,18,2020,2020-10
2015-01-12,13:20:00,QUEENS,11434,40.6666971,-73.7671284,"(40.6666971, -73.7671284)",SOUTH CONDUIT AVENUE            ,FARMERS BOULEVARD               ,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3151784,VAN,SPORT UTILITY / STATION WAGON,VAN,,,13,2015,2015-01
2012-09-18,09:30:00,BRONX,10466,40.8953698,-73.8607109,"(40.8953698, -73.8607109)",EAST 234 STREET                 ,BRONX BOULEVARD                 ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,95542,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,,9,2012,2012-09
2013-01-11,00:35:00,Unknown,,,,,,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3023548,OTHER,PASSENGER VEHICLE,,,,0,2013,2013-01
2014-02-28,16:00:00,Unknown,,,,,BRUCKNER BOULEVARD              ,PUGSLEY AVENUE                  ,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,85093,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,,16,2014,2014-02
2013-06-14,15:00:00,MANHATTAN,10018,40.7528955,-73.9892442,"(40.7528955, -73.9892442)",WEST 37 STREET                  ,7 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,29324,PASSENGER VEHICLE,OTHER,,,,15,2013,2013-06
2013-04-04,14:40:00,BROOKLYN,11217,40.6807335,-73.9745025,"(40.6807335, -73.9745025)",BERGEN STREET                   ,6 AVENUE                        ,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,177332,PASSENGER VEHICLE,UNKNOWN,,,,14,2013,2013-04
2012-07-09,20:25:00,Unknown,,,,,YELLOWSTONE BOULEVARD           ,QUEENS BOULEVARD                ,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,264133,SPORT UTILITY / STATION WAGON,BICYCLE,,,,20,2012,2012-07
2015-11-12,14:15:00,MANHATTAN,10001,40.7502939,-73.9948425,"(40.7502939, -73.9948425)",WEST 31 STREET                  ,8 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3332818,LIVERY VEHICLE,SMALL COM VEH(4 TIRES) ,,,,14,2015,2015-11
2013-06-10,11:57:00,MANHATTAN,10009,40.7349628,-73.9797897,"(40.7349628, -73.9797897)",EAST 20 STREET                  ,1 AVENUE                        ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,24105,OTHER,PASSENGER VEHICLE,,,,11,2013,2013-06
2024-02-12,18:00:00,Unknown,,40.787506,-73.9383,"(40.787506, -73.9383)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4702467,Station Wagon/Sport Utility Vehicle,Sedan,,,,18,2024,2024-02
2018-03-08,12:00:00,QUEENS,11101,40.745235,-73.937706,"(40.745235, -73.937706)",THOMSON AVENUE                  ,SKILLMAN AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3859588,Sedan,Sedan,Sedan,,,12,2018,2018-03
2016-06-27,10:30:00,BROOKLYN,11222,40.722652,-73.94817,"(40.722652, -73.94817)",DRIGGS AVENUE                   ,ECKFORD STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3470861,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,,10,2016,2016-06
2015-11-11,06:15:00,Unknown,,40.7384163,-73.8489844,"(40.7384163, -73.8489844)",,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,3332685,SPORT UTILITY / STATION WAGON,UNKNOWN,,,,6,2015,2015-11
2016-08-15,15:48:00,BRONX,10467,40.879814,-73.86149,"(40.879814, -73.86149)",EAST 215 STREET                 ,BARNES AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3501650,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2016,2016-08
2016-09-02,07:00:00,QUEENS,11691,40.601955,-73.745415,"(40.601955, -73.745415)",BEACH 9 STREET                  ,CAFFREY AVENUE,,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,3513626,Station Wagon/Sport Utility Vehicle,Sedan,,,,7,2016,2016-09
2022-06-10,12:35:00,MANHATTAN,10035,40.798122,-73.92962,"(40.798122, -73.92962)",,,40        PALADINO AVENUE,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Other Vehicular,Unspecified,,,4537095,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,12,2022,2022-06
2013-01-17,08:00:00,BROOKLYN,11208,40.6736499,-73.874956,"(40.6736499, -73.874956)",FOUNTAIN AVENUE                 ,BELMONT AVENUE                  ,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,165693,PASSENGER VEHICLE,UNKNOWN,,,,8,2013,2013-01
2018-05-25,15:00:00,Unknown,,40.71937,-73.7876,"(40.71937, -73.7876)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3908963,Station Wagon/Sport Utility Vehicle,Sedan,,,,15,2018,2018-05
2020-07-14,16:30:00,Unknown,,40.757355,-73.73887,"(40.757355, -73.73887)",LONG ISLAND EXPRESSWAY          ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4328483,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,16,2020,2020-07
2018-08-09,08:32:00,BROOKLYN,11235,40.588028,-73.94926,"(40.588028, -73.94926)",OCEAN AVENUE                    ,JEROME AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3957960,Station Wagon/Sport Utility Vehicle,Sedan,,,,8,2018,2018-08
